project_id,project_name,days_remaining,project_manager,team_size,avg_velocity,completed_tasks,total_tasks,completion_rate,avg_utilization_pct,delayed_flag
288,Maximize Plug-And-Play Infrastructures,17,Matthew Ramsey,14,52.4,119,163,73.00613496932516,89,0
289,Architect Dynamic E-Markets,39,Deborah Meyer,11,41.4,95,103,92.23300970873787,63,0
290,Facilitate Turn-Key Models,41,Jose Obrien,3,32.2,155,203,76.35467980295566,99,1
291,Mesh B2C Mindshare,2,James Mitchell,5,54.8,146,233,62.66094420600859,96,1
292,Enable Clicks-And-Mortar Web-Readiness,20,Melissa Nash,8,40.2,174,261,66.66666666666666,67,1
293,Envisioneer Customized Eyeballs,12,Karen Hughes,4,44.4,130,132,98.48484848484848,89,0
294,Strategize Robust Communities,45,Kim Johnson,10,44.2,51,117,43.58974358974359,86,1
295,Cultivate Web-Enabled Metrics,50,James Sanders,5,31.8,26,96,27.083333333333332,90,1
296,Grow Out-Of-The-Box Schemas,8,Timothy Jones,11,31.0,120,181,66.29834254143645,96,1
297,Extend Web-Enabled Content,27,Elizabeth Reeves,11,59.6,81,117,69.23076923076923,83,1
298,Extend Rich E-Business,3,Steven Lee,12,42.8,73,101,72.27722772277228,71,1
299,Drive Best-Of-Breed Infrastructures,16,David Gonzalez MD,5,55.8,134,196,68.36734693877551,75,1
300,Aggregate Clicks-And-Mortar Initiatives,50,Joseph Guzman DDS,13,40.0,191,264,72.34848484848484,81,0
301,Strategize Dot-Com Applications,4,Christopher Smith,4,32.4,69,104,66.34615384615384,82,1
302,Reinvent Scalable Content,1,James Miller,11,50.8,144,178,80.89887640449437,60,1
303,Enhance Turn-Key E-Business,12,Michael Santos,4,52.4,53,121,43.80165289256198,81,1
304,Deliver Vertical Eyeballs,15,Kristin Vasquez,10,44.4,173,209,82.77511961722487,99,1
305,Revolutionize B2B Initiatives,21,Benjamin Chung,9,19.0,70,91,76.92307692307693,73,0
306,Generate Cross-Platform Initiatives,39,Nathaniel Ward,7,46.4,68,106,64.15094339622641,68,1
307,Facilitate Open-Source Niches,29,Benjamin Greene,12,60.0,36,96,37.5,89,1
308,Facilitate Distributed Experiences,23,Philip Sweeney,8,37.2,97,135,71.85185185185186,89,0
309,Re-Intermediate Next-Generation Portals,3,William Richards,9,52.6,91,171,53.216374269005854,63,1
310,Empower Value-Added Deliverables,6,Kelli Cain,5,45.6,106,199,53.266331658291456,64,1
311,Architect B2C Content,22,Danny Roberts,8,39.6,126,152,82.89473684210526,64,0
312,Unleash Front-End Action-Items,34,Lisa Gillespie,13,44.0,85,100,85.0,90,0
313,Enable Cross-Media Supply-Chains,9,Jeremiah Whitehead,13,29.0,135,180,75.0,82,0
314,E-Enable Killer Roi,22,Nicole Henry,4,35.6,114,134,85.07462686567165,99,1
315,Incentivize Virtual Solutions,41,Rodney Weaver,13,47.4,169,188,89.8936170212766,84,0
316,Implement Extensible Solutions,49,Paul Barnes,8,57.6,133,143,93.00699300699301,74,0
317,Deploy Vertical Applications,18,Angela Thomas,8,40.2,116,116,100.0,93,1
318,Extend Sticky Bandwidth,7,John Hill,6,39.0,111,177,62.71186440677966,65,1
319,Brand Efficient Technologies,45,Douglas Heath,6,44.0,120,208,57.692307692307686,63,1
320,Empower Distributed Paradigms,41,Jaime Moore,14,41.6,171,261,65.51724137931035,73,1
321,Implement Ubiquitous Web-Readiness,31,Alan Lane,4,53.2,44,142,30.985915492957744,80,1
322,Incubate Turn-Key E-Commerce,6,Christopher Johnson,4,54.6,178,196,90.81632653061224,86,0
323,Utilize Dot-Com Content,42,Robert Abbott,6,17.6,59,78,75.64102564102564,96,1
324,Drive Integrated Deliverables,53,William Russell,3,54.0,117,173,67.63005780346822,91,1
325,Integrate Mission-Critical Convergence,15,Joseph Mcgee,8,23.0,117,140,83.57142857142857,71,0
326,Utilize 24/365 Interfaces,38,Jonathan Williams,13,39.8,20,23,86.95652173913044,61,0
327,Productize 24/365 Paradigms,51,Christopher Wise,3,44.8,70,113,61.94690265486725,75,1
328,Embrace Virtual Communities,51,Carolyn Stewart,8,52.4,83,143,58.04195804195804,89,1
329,Revolutionize Clicks-And-Mortar Architectures,9,Julian Hopkins,7,27.4,46,121,38.01652892561984,97,1
330,Orchestrate Cross-Media E-Tailers,55,Dr. Jessica Stout DDS,14,33.2,102,160,63.74999999999999,61,1
331,Deploy Collaborative Networks,15,Lisa Grant,11,50.6,192,283,67.84452296819788,63,1
332,Harness Mission-Critical Networks,13,Monica Spencer,9,32.4,108,176,61.36363636363637,94,1
333,Engage Compelling Experiences,25,Margaret Jones,6,46.4,46,138,33.33333333333333,88,1
334,E-Enable Turn-Key Synergies,29,Jennifer Brown,3,30.0,25,80,31.25,60,1
335,Brand Mission-Critical Platforms,49,Karen Moore,12,55.8,130,168,77.38095238095238,74,0
336,Streamline Plug-And-Play E-Commerce,9,Pamela Duncan,14,33.6,135,136,99.26470588235294,83,0
337,Optimize Value-Added Users,36,Gary Parker,12,32.8,197,283,69.6113074204947,81,1
338,Reinvent One-To-One Action-Items,20,Tina Cook,13,32.8,63,96,65.625,75,1
339,Syndicate Frictionless E-Business,2,Shane Hudson,10,52.8,190,211,90.04739336492891,64,1
340,Enable Impactful E-Tailers,56,Crystal Smith,8,22.2,53,113,46.902654867256636,93,1
341,Cultivate End-To-End Vortals,18,Jason Johnson,5,55.6,55,112,49.107142857142854,63,1
342,E-Enable Distributed Action-Items,9,Margaret Snyder,9,31.0,86,156,55.12820512820513,98,1
343,Productize Vertical E-Tailers,49,John Dalton,11,53.2,48,113,42.47787610619469,63,1
344,Utilize Compelling Functionalities,9,Lisa Ferrell,12,31.2,55,79,69.62025316455697,90,1
345,Disintermediate Robust Niches,28,Sarah Johnson,5,32.4,100,107,93.45794392523365,82,0
346,Deploy Next-Generation Applications,40,Bryan Williams,14,27.6,69,165,41.81818181818181,96,1
347,Integrate Strategic E-Services,14,Nicholas Kirk,9,37.2,103,103,100.0,80,0
348,Engage One-To-One Users,48,Dawn Moore,8,62.0,43,107,40.18691588785047,63,1
349,Re-Contextualize Cutting-Edge Synergies,27,Peggy Petty,14,26.6,104,152,68.42105263157895,74,1
350,Integrate World-Class Schemas,6,Brandi Thomas,7,55.0,116,136,85.29411764705883,61,0
351,Engineer Mission-Critical Action-Items,33,Amanda Barber,5,54.2,26,55,47.27272727272727,76,1
352,Target B2B Interfaces,10,James Baker,10,51.2,176,260,67.6923076923077,62,1
353,Harness Strategic Markets,50,Paula Martin,6,30.8,37,111,33.33333333333333,85,1
354,Enable Web-Enabled Solutions,8,Shane Lozano,14,35.0,93,192,48.4375,97,1
355,Brand Leading-Edge Relationships,44,Kathryn Washington,9,22.8,99,190,52.10526315789473,62,1
356,Embrace Web-Enabled Markets,22,James Henderson,11,65.6,181,238,76.05042016806722,83,0
357,Innovate Vertical Infrastructures,53,Jacob Mason,11,46.0,164,165,99.39393939393939,89,0
358,Matrix Plug-And-Play Initiatives,2,Stephen Green,10,40.8,110,128,85.9375,72,1
359,Deliver Bleeding-Edge Schemas,14,Randy Robles,11,24.4,135,146,92.46575342465754,64,0
360,Seize Interactive Web Services,24,Bonnie Davenport,8,39.0,177,250,70.8,62,0
361,Benchmark Granular Applications,5,Scott Jackson,12,40.2,168,216,77.77777777777779,76,0
362,Extend Turn-Key Deliverables,27,Patrick Ball,8,31.6,76,132,57.57575757575758,67,1
363,Incentivize Revolutionary Systems,17,Jennifer Schmidt,5,60.8,189,243,77.77777777777779,87,0
364,Facilitate Scalable Synergies,37,Nancy Carter,14,40.4,159,240,66.25,72,1
365,Incubate Front-End Vortals,8,Andrew Murray,11,37.2,39,57,68.42105263157895,62,1
366,Disintermediate Out-Of-The-Box Users,35,Katelyn Salas,5,64.8,174,220,79.0909090909091,96,1
367,Incubate Enterprise Convergence,38,Aaron Torres,7,61.2,81,157,51.59235668789809,89,1
368,Scale Global Methodologies,9,Andrea Dixon,8,46.0,58,114,50.877192982456144,71,1
369,Deliver Open-Source Markets,33,Hannah Bowers,7,23.2,147,245,60.0,82,1
370,Incubate User-Centric Eyeballs,55,Sarah Price,10,39.2,194,275,70.54545454545455,66,0
371,Envisioneer Real-Time E-Services,47,Shawn Sanchez,14,24.2,82,83,98.79518072289156,67,0
372,Orchestrate Dot-Com Experiences,8,Alexis Gould,11,41.8,173,218,79.35779816513761,80,0
373,Syndicate Customized Channels,11,Betty Ballard,7,42.6,125,127,98.4251968503937,93,1
374,Envisioneer Clicks-And-Mortar Convergence,44,Brittany Morse,3,35.6,176,233,75.53648068669528,89,0
375,Aggregate Back-End E-Commerce,28,Johnathan White,6,34.0,86,87,98.85057471264368,63,0
376,Incentivize Collaborative Mindshare,3,Lisa Barnes,13,43.2,105,140,75.0,72,1
377,Expedite Frictionless Communities,28,Karen Smith,10,18.4,44,100,44.0,97,1
378,Benchmark Out-Of-The-Box Functionalities,12,Danny Acosta,6,50.2,146,227,64.31718061674009,98,1
379,Transition B2C Paradigms,34,Bryan Johnson,5,41.4,155,200,77.5,82,0
380,Scale Turn-Key E-Markets,11,Joseph Ramirez,4,53.0,136,215,63.25581395348837,98,1
381,Visualize Back-End Supply-Chains,23,Robert Navarro,11,48.2,127,187,67.9144385026738,60,1
382,Target Plug-And-Play Solutions,6,Jill Peters,13,31.8,177,245,72.24489795918367,86,0
383,Syndicate Visionary Experiences,42,Paige Allen,11,34.8,52,144,36.11111111111111,77,1
384,Optimize Cross-Platform E-Commerce,49,Steven Ferguson,8,37.8,98,139,70.50359712230215,78,0
385,Transform Clicks-And-Mortar Eyeballs,51,Sylvia Lewis,11,43.6,90,103,87.37864077669903,80,0
386,Revolutionize Proactive E-Commerce,11,Curtis Glass,11,27.4,24,68,35.294117647058826,61,1
387,Redefine Leading-Edge Applications,53,Matthew Sanchez,14,38.4,55,67,82.08955223880598,96,1
388,Unleash Value-Added Platforms,41,Victoria Clark,3,52.4,36,86,41.86046511627907,66,1
389,Empower Rich Infrastructures,56,Mikayla Johnson,5,49.4,59,90,65.55555555555556,95,1
390,Maximize Extensible E-Markets,33,Allen Gonzalez,7,25.8,166,212,78.30188679245283,66,0
391,Engineer Value-Added Relationships,41,Amanda Stewart,6,56.0,150,162,92.5925925925926,97,1
392,Grow World-Class Convergence,22,Jeff Reilly,12,35.0,152,190,80.0,80,0
393,Brand Wireless Experiences,3,Samantha Gonzalez,5,55.2,132,151,87.41721854304636,78,1
394,Grow Cross-Media E-Services,56,Lindsey Shah,5,60.6,177,232,76.29310344827587,64,0
395,Incubate Distributed Functionalities,58,Marcus Blake,4,45.8,158,231,68.3982683982684,80,1
396,Re-Contextualize 24/365 Roi,24,Jodi Barnes,12,64.8,70,159,44.0251572327044,65,1
397,Innovate One-To-One Metrics,47,Shelly Johnson,9,34.4,130,211,61.61137440758294,74,1
398,Cultivate Granular Systems,38,Andrew Butler,7,48.2,56,93,60.215053763440864,71,1
399,Innovate Out-Of-The-Box Initiatives,47,Joanna Moore,13,46.6,33,67,49.25373134328358,80,1
400,Engineer 24/365 Communities,22,David Garcia,4,56.0,124,218,56.88073394495413,99,1
401,Revolutionize Holistic Networks,39,Anthony Martinez,4,34.6,27,96,28.125,93,1
402,Strategize Holistic Action-Items,41,Elizabeth Turner,12,48.8,49,89,55.0561797752809,64,1
403,Redefine Clicks-And-Mortar Web-Readiness,27,Crystal Carpenter,5,39.4,108,136,79.41176470588235,60,0
404,Redefine Dynamic Eyeballs,3,Shannon Miranda,4,45.8,48,101,47.524752475247524,74,1
405,Synergize Intuitive Methodologies,40,Angela Gibbs,9,31.0,194,275,70.54545454545455,74,0
406,Drive Rich Models,45,Misty Cunningham,14,29.6,95,150,63.33333333333333,60,1
407,Synthesize Rich Interfaces,55,Cody Walton,5,51.2,90,170,52.94117647058824,64,1
408,Architect Innovative Relationships,6,Theodore Brown,11,24.2,191,275,69.45454545454545,67,1
409,Integrate Synergistic Roi,34,Tommy Moore,12,60.2,122,196,62.244897959183675,73,1
410,Drive Holistic Systems,8,Michael Rodriguez,13,34.0,108,198,54.54545454545454,62,1
411,Drive Sticky Solutions,30,Sharon Estes,3,52.2,171,249,68.67469879518072,73,1
412,Empower Ubiquitous Experiences,54,Shawn Johnson,3,28.4,31,66,46.96969696969697,80,1
413,Utilize Best-Of-Breed Paradigms,38,Brent Martinez,7,34.0,102,140,72.85714285714285,73,0
414,Morph Enterprise Infrastructures,41,Michael Cox,13,31.2,90,118,76.27118644067797,68,0
415,Envisioneer Impactful Architectures,26,Elizabeth Garcia,4,44.8,124,215,57.674418604651166,82,1
416,Envisioneer Cross-Platform Deliverables,5,Gina Bryant,8,52.0,46,78,58.97435897435898,69,1
417,Integrate End-To-End Mindshare,39,Amanda Valdez,10,33.0,71,112,63.39285714285714,96,1
418,Re-Intermediate Frictionless Web Services,13,Roger Williams,6,39.0,142,234,60.68376068376068,83,1
419,Whiteboard E-Business Synergies,43,David Booker,8,36.0,197,266,74.06015037593986,84,0
420,Mesh Sticky Niches,30,Logan Davis,4,63.8,198,247,80.16194331983806,86,0
421,Repurpose Next-Generation Web Services,48,Kathryn Brown,6,38.8,154,252,61.111111111111114,87,1
422,Transition Holistic Metrics,55,Troy Landry,14,34.2,133,224,59.375,64,1
423,Leverage Distributed Web-Readiness,7,Carol Gardner,9,35.8,93,113,82.30088495575221,69,0
424,Incubate Customized Platforms,18,Michael Rodriguez,4,38.6,193,267,72.28464419475655,80,0
425,Streamline Scalable Roi,17,Ryan Holmes,6,20.6,49,148,33.108108108108105,92,1
426,Integrate Vertical Methodologies,17,Ashley Brown,7,28.2,23,108,21.296296296296298,79,1
427,Engage Granular Models,43,Rachel Price,9,52.2,152,174,87.35632183908046,77,0
428,Syndicate Integrated Roi,45,Valerie Jordan,8,18.0,131,203,64.5320197044335,80,1
429,Incentivize B2C E-Tailers,55,Susan Maddox,9,58.6,97,169,57.396449704142015,76,1
430,Cultivate Extensible Architectures,11,Mark Gonzales,9,39.6,64,159,40.25157232704403,85,1
431,Enable Vertical E-Markets,26,Michael Hernandez,14,29.4,134,205,65.3658536585366,97,1
432,Unleash Frictionless Convergence,2,Justin Goodwin,5,28.8,125,138,90.57971014492753,84,1
433,Expedite Transparent Markets,19,Eric Randall,5,55.0,81,153,52.94117647058824,82,1
434,Incentivize Value-Added Eyeballs,27,Wesley Wright,14,27.2,195,288,67.70833333333334,94,1
435,Re-Contextualize Sticky Niches,53,Kaitlyn Strickland,9,47.4,32,101,31.683168316831683,70,1
436,Seize Next-Generation Applications,33,Amy Torres,7,36.6,35,83,42.168674698795186,89,1
437,Incubate Front-End Content,41,Alexis Bell,14,56.4,172,229,75.10917030567686,92,1
438,Streamline Back-End Markets,35,Erik Davidson,6,51.8,174,256,67.96875,81,1
439,Incentivize E-Business Solutions,29,Casey Nelson,13,41.4,187,232,80.60344827586206,97,1
440,Seize Visionary Eyeballs,6,William Harrell,11,29.8,103,198,52.02020202020202,85,1
441,Mesh Sticky Eyeballs,38,Tracy Davis,11,51.8,52,132,39.39393939393939,60,1
442,Target Enterprise E-Services,56,Tina Anderson,6,47.2,68,150,45.33333333333333,96,1
443,Empower Global Convergence,20,Miss Shannon Brown MD,4,26.2,187,262,71.37404580152672,71,0
444,Disintermediate Turn-Key Models,11,Yesenia Cordova,14,39.8,22,85,25.882352941176475,61,1
445,Grow 24/365 Networks,33,Cameron Scott,9,45.2,90,92,97.82608695652173,72,0
446,Seize Strategic Web-Readiness,23,Mark Miller,11,55.0,120,186,64.51612903225806,70,1
447,Target Seamless E-Tailers,56,Deborah Mann,12,29.6,176,216,81.48148148148148,72,0
448,Empower Web-Enabled Initiatives,14,Susan Page,6,38.8,48,53,90.56603773584906,68,0
449,Orchestrate Frictionless Web Services,3,Mary Williams,10,28.2,20,56,35.714285714285715,85,1
450,Incubate User-Centric E-Services,42,Joyce Meyer,3,32.0,158,195,81.02564102564102,82,0
451,Enhance Interactive Paradigms,38,Johnny Barnes,5,52.6,38,130,29.230769230769234,93,1
452,Enhance Sticky Metrics,5,Jordan Church,4,58.0,139,211,65.87677725118483,89,1
453,Disintermediate World-Class Infrastructures,30,Zachary Liu,13,47.4,116,205,56.58536585365853,95,1
454,Utilize World-Class Networks,25,Dr. John Adams,6,37.4,74,171,43.27485380116959,68,1
455,Morph Distributed Mindshare,35,Lonnie Torres,5,24.4,140,155,90.32258064516128,67,0
456,Synergize Proactive Methodologies,55,Seth Turner,9,52.4,199,249,79.91967871485943,93,1
457,Engineer Open-Source Content,48,Chad Mitchell,3,43.0,33,107,30.8411214953271,67,1
458,Orchestrate Revolutionary E-Markets,21,Edward Lambert,9,47.0,189,238,79.41176470588235,75,0
459,Iterate Proactive Eyeballs,54,Michelle Fitzgerald,5,27.6,168,257,65.36964980544747,73,1
460,E-Enable End-To-End Methodologies,36,Amy Hall,7,24.6,94,104,90.38461538461539,60,0
461,Redefine Frictionless Solutions,35,Lydia Williams,7,47.0,82,89,92.13483146067416,84,0
462,Orchestrate Frictionless Mindshare,39,Anthony Armstrong,13,37.0,134,211,63.507109004739334,92,1
463,Synergize Holistic Infrastructures,46,Theresa Humphrey,10,15.2,82,116,70.6896551724138,93,1
464,Brand Synergistic Synergies,41,Paula Ellis,10,43.4,191,275,69.45454545454545,85,1
465,Repurpose Virtual Content,56,Annette Jones,7,27.6,103,160,64.375,73,1
466,Orchestrate Next-Generation Applications,44,James Dominguez,9,31.6,170,192,88.54166666666666,96,1
467,Revolutionize B2C Schemas,2,Stacey Turner,3,52.0,163,226,72.12389380530973,70,1
468,Enable Web-Enabled Web Services,14,Ashley Simmons,13,42.8,119,184,64.67391304347827,92,1
469,Enhance Interactive Paradigms,40,Lauren Anderson,10,25.4,27,31,87.09677419354838,62,0
470,Facilitate Synergistic Systems,37,Melanie Berg,12,24.2,194,254,76.37795275590551,71,0
471,Unleash Enterprise Communities,56,Frank Mills,4,28.6,102,191,53.403141361256544,83,1
472,Transform Transparent Applications,39,Dawn Alvarez,9,49.2,197,221,89.14027149321268,89,0
473,Target Innovative E-Commerce,6,Annette Freeman,10,39.0,171,250,68.4,95,1
474,E-Enable Intuitive Eyeballs,37,Emily Baker,10,31.2,116,139,83.45323741007195,92,1
475,Deploy Out-Of-The-Box E-Commerce,45,Catherine Lang,4,42.2,174,244,71.31147540983606,81,0
476,Aggregate Strategic Channels,26,Theresa Houston,5,32.8,82,97,84.5360824742268,81,0
477,Matrix Dynamic Info-Mediaries,54,Gary Gonzalez,3,24.4,59,153,38.56209150326798,69,1
478,Re-Contextualize Bricks-And-Clicks Initiatives,46,Katie Bennett,12,24.8,24,51,47.05882352941176,68,1
479,Unleash Efficient Solutions,43,Christy Webster,11,45.6,33,95,34.73684210526316,96,1
480,Orchestrate Killer Functionalities,15,Rachel Baker,9,25.6,116,142,81.69014084507043,60,0
481,Cultivate Virtual E-Tailers,17,Harold Bennett,4,44.4,58,88,65.9090909090909,79,1
482,Enhance Viral Functionalities,12,Mike Soto,13,47.4,106,177,59.887005649717516,98,1
483,Visualize Back-End Convergence,53,Anthony Newman,8,34.6,108,132,81.81818181818183,63,0
484,Synthesize Scalable Applications,44,Vickie Mccullough,10,26.8,83,138,60.14492753623188,82,1
485,Drive Innovative Vortals,41,Patrick Newton,4,28.2,49,120,40.833333333333336,86,1
486,Benchmark Scalable Portals,5,Samantha Gonzalez,14,53.4,168,183,91.80327868852459,80,0
487,Innovate Bleeding-Edge Niches,25,Jasmine Bautista,4,48.8,169,194,87.11340206185567,89,0
488,Matrix Leading-Edge Deliverables,7,Dr. Nicholas Levine,8,48.8,77,101,76.23762376237624,83,0
489,Productize Mission-Critical Models,5,Seth Cunningham,13,16.0,31,112,27.67857142857143,65,1
490,Harness Visionary Deliverables,59,Hannah Mata,7,46.4,70,148,47.2972972972973,83,1
491,Monetize Dot-Com E-Markets,3,Christopher Graves,3,54.6,118,137,86.13138686131386,96,1
492,Productize One-To-One Roi,14,Joseph Morrison,10,39.8,181,240,75.41666666666667,61,0
493,Visualize Compelling Mindshare,47,Stephanie Mcmahon,10,51.8,104,186,55.91397849462365,91,1
494,Drive Revolutionary Supply-Chains,59,Lorraine Miller,3,46.4,36,72,50.0,78,1
495,Streamline Open-Source Schemas,3,Michael Allen,7,34.2,24,68,35.294117647058826,83,1
496,Morph Visionary Architectures,39,Deanna Gould,12,51.8,124,165,75.15151515151514,99,1
497,Evolve Ubiquitous Partnerships,36,Tara Gray,7,48.2,170,248,68.54838709677419,85,1
498,Mesh Innovative Functionalities,11,David Carson,13,41.8,191,281,67.97153024911033,78,1
499,Engineer Revolutionary Platforms,34,Ryan Hutchinson,3,54.4,137,192,71.35416666666666,67,0
500,Re-Contextualize Bleeding-Edge Schemas,21,Brad Diaz,14,36.4,101,158,63.92405063291139,83,1
501,Incubate Global Bandwidth,25,Laurie Krueger,7,29.4,182,216,84.25925925925925,71,0
502,Engage E-Business E-Services,55,Haley Adams,12,52.6,170,170,100.0,68,0
503,Transition Value-Added Web-Readiness,57,Jesse Haynes,5,44.8,30,117,25.64102564102564,75,1
504,Facilitate E-Business Bandwidth,38,Kathy Lynch,11,47.2,161,188,85.63829787234043,87,0
505,Expedite 24/365 E-Markets,14,Travis Flores,11,35.8,76,108,70.37037037037037,77,0
506,Cultivate One-To-One Roi,39,Jillian Rodriguez,12,23.4,96,98,97.95918367346938,90,0
507,Iterate Revolutionary Systems,3,Patricia Hoffman,7,44.8,117,185,63.24324324324324,74,1
508,Optimize Distributed Methodologies,56,Brian Jones,3,54.0,94,170,55.294117647058826,90,1
509,Unleash Customized Platforms,29,Paul Salas,13,45.8,121,135,89.62962962962962,73,0
510,Syndicate Cutting-Edge Applications,49,Mark Schmidt,4,24.0,154,203,75.86206896551724,91,1
511,Target Granular Systems,36,Larry Davis,14,29.6,135,232,58.189655172413794,80,1
512,Deploy Synergistic Action-Items,35,Lisa Alvarez,7,26.0,47,57,82.45614035087719,61,0
513,Synergize Bleeding-Edge Infrastructures,51,Shannon Chan,14,39.6,41,108,37.96296296296296,79,1
514,Architect Scalable Mindshare,41,Blake Powell,7,54.0,66,159,41.509433962264154,67,1
515,Synthesize Vertical Web-Readiness,45,Nichole Hoover,14,35.4,95,174,54.59770114942529,61,1
516,Incubate World-Class Systems,13,Ryan Hamilton,8,24.8,20,65,30.76923076923077,79,1
517,Redefine Efficient Info-Mediaries,53,Stephanie Lawrence,6,21.0,70,120,58.333333333333336,79,1
518,Visualize Back-End Paradigms,5,Edward Roberts,13,42.2,51,110,46.36363636363636,94,1
519,Leverage Killer Vortals,29,Alexis Wall,13,42.6,145,219,66.21004566210046,94,1
520,Grow Wireless E-Business,16,Barbara Hines,3,28.4,79,128,61.71875,70,1
521,Utilize Open-Source Communities,17,Robert Jackson,8,33.4,48,104,46.15384615384615,83,1
522,Implement User-Centric Users,24,Miranda Chang,7,34.2,136,220,61.81818181818181,74,1
523,Streamline Vertical E-Markets,41,Angela Cole,12,29.0,26,61,42.62295081967213,95,1
524,Harness Dot-Com Networks,46,Pamela Williams,11,22.8,130,211,61.61137440758294,98,1
525,Synthesize Real-Time Systems,5,Stephanie Brown,4,22.8,124,160,77.5,91,1
526,Enable Collaborative Networks,42,David Rose,4,53.8,158,220,71.81818181818181,77,0
527,Redefine 24/7 Initiatives,40,Lisa Mitchell,11,57.0,85,168,50.595238095238095,61,1
528,Exploit Viral Users,35,Sierra Obrien,9,42.0,155,166,93.37349397590361,92,1
529,Unleash Ubiquitous Action-Items,56,Christina Martinez,13,54.8,32,58,55.172413793103445,64,1
530,Seize Killer Interfaces,24,Felicia Bright,10,54.4,179,190,94.21052631578948,73,0
531,Expedite 24/7 Roi,23,Ann Gonzalez,11,43.8,91,129,70.54263565891473,87,0
532,Evolve Enterprise Deliverables,6,Wesley Hines,5,32.2,125,146,85.61643835616438,77,0
533,Reinvent Back-End E-Business,41,Desiree Smith,4,17.0,167,229,72.92576419213974,63,0
534,Mesh Rich Niches,14,Tammy Terrell,13,35.4,122,157,77.70700636942675,69,0
535,Brand Robust Experiences,7,Todd Simmons,7,59.4,142,185,76.75675675675676,78,0
536,Enhance Mission-Critical Infrastructures,16,Daniel Becker,5,25.2,189,288,65.625,73,1
537,Exploit Viral Networks,9,Kelly Hansen,14,47.2,81,168,48.214285714285715,85,1
538,Grow Enterprise Content,23,Leah Sanchez,7,22.6,127,181,70.1657458563536,82,0
539,Productize Customized E-Commerce,57,Christopher Stone,6,44.4,25,45,55.55555555555556,94,1
540,Morph Vertical Action-Items,33,Margaret Wagner,9,53.8,60,148,40.54054054054054,69,1
541,Incentivize One-To-One Systems,21,Johnny Sullivan,11,27.6,137,169,81.06508875739645,60,0
542,Reinvent Synergistic Networks,14,David Moody,13,53.6,101,182,55.494505494505496,83,1
543,Orchestrate Front-End Systems,49,Steven Shepherd,12,61.4,35,43,81.3953488372093,70,0
544,Engage E-Business Mindshare,36,William Heath,4,43.8,35,37,94.5945945945946,87,0
545,Revolutionize Impactful E-Markets,9,Raymond Harrell,3,24.6,120,211,56.872037914691944,97,1
546,Facilitate Transparent Schemas,18,Madison Smith,5,49.8,90,158,56.9620253164557,82,1
547,Mesh Extensible E-Markets,11,Sean Short,5,49.6,61,150,40.666666666666664,80,1
548,Re-Contextualize Ubiquitous Supply-Chains,10,Timothy Werner,10,44.0,161,187,86.09625668449198,84,0
549,Monetize End-To-End Systems,49,Christina Guerrero,11,38.6,169,200,84.5,63,0
550,Incentivize Proactive Web Services,29,Todd Reid,6,43.8,89,120,74.16666666666667,75,0
551,Engage Strategic Action-Items,31,Vanessa Hall,3,38.4,122,173,70.52023121387283,91,1
552,Expedite User-Centric Applications,45,Angelica Little,12,56.4,68,147,46.25850340136054,89,1
553,Generate Killer E-Commerce,58,David Molina,5,15.6,198,285,69.47368421052632,83,1
554,Unleash Proactive Systems,24,Yvonne Pena,11,23.6,168,258,65.11627906976744,68,1
555,Productize Real-Time Info-Mediaries,53,Taylor Spencer,6,48.4,178,200,89.0,74,0
556,Syndicate Granular E-Tailers,59,Steven Cook,6,23.2,132,142,92.95774647887323,86,0
557,Deploy Best-Of-Breed E-Services,3,James Wallace,14,47.0,141,173,81.5028901734104,95,1
558,Empower B2B Partnerships,42,Ricardo Chapman,11,34.2,32,36,88.88888888888889,78,0
559,Iterate 24/365 Infrastructures,53,Jerome Garza,4,65.0,112,177,63.2768361581921,72,1
560,Mesh Next-Generation Eyeballs,32,Susan Vaughan,3,34.2,95,114,83.33333333333334,75,0
561,Optimize Efficient Methodologies,29,Crystal Rodgers,6,27.4,63,103,61.165048543689316,81,1
562,Whiteboard Seamless Interfaces,10,Jeffrey Young,12,39.0,172,248,69.35483870967742,69,1
563,E-Enable Value-Added Platforms,15,Sarah Rosario,3,19.6,56,119,47.05882352941176,70,1
564,Integrate Dot-Com E-Tailers,48,Kevin Lopez,13,50.2,180,261,68.96551724137932,76,1
565,Enable Revolutionary Content,21,Jessica Silva,11,29.8,143,154,92.85714285714286,91,1
566,Syndicate 24/7 Content,17,Aaron Johnson,14,29.2,145,163,88.95705521472392,71,0
567,Innovate Virtual E-Business,9,Jesse Brown,5,17.6,36,57,63.1578947368421,79,1
568,Iterate Web-Enabled Metrics,36,Carl Ramos,10,32.6,142,152,93.42105263157895,87,0
569,Scale Real-Time Models,58,Marvin Carr,9,59.0,79,155,50.967741935483865,90,1
570,Engineer Real-Time Platforms,19,Barry Williams,10,32.0,186,201,92.53731343283582,94,1
571,Target Intuitive Deliverables,50,Victoria Little,8,54.2,188,199,94.47236180904522,79,0
572,Incubate Extensible Solutions,36,David Allen,10,34.2,163,200,81.5,61,0
573,Envisioneer Clicks-And-Mortar Platforms,38,Ruben Cook,12,38.8,131,185,70.8108108108108,64,0
574,Visualize Turn-Key Platforms,37,Regina Kirk,9,35.2,123,139,88.48920863309353,83,0
